account_id,date,attempt,entry_time,entry_price,exit_time,exit_price,result,pnl,capital
5,2024-12-05,1,2024-12-05 00:00:00+09:00,2.097e-05,2024-12-08 02:00:00+09:00,2.43252e-05,TP,106.77239999999993,100106.7724
